,LinkRef,LinkDescription,Date,TimePeriod,AverageJT,AverageSpeed,DataQuality,LinkLength,Flow
272,AL100,A414 between M1 J7 and A405 (AL100),20150303,80,147.74,109.9,3,4.510000229,86.5
273,AL100,A414 between M1 J7 and A405 (AL100),20150303,81,161.83,100.33,3,4.510000229,104.0
274,AL100,A414 between M1 J7 and A405 (AL100),20150303,82,137.14,118.39,3,4.510000229,80.0
275,AL100,A414 between M1 J7 and A405 (AL100),20150303,83,148.52,109.32,3,4.510000229,76.0
276,AL100,A414 between M1 J7 and A405 (AL100),20150303,84,142.14,114.23,3,4.510000229,72.5
277,AL100,A414 between M1 J7 and A405 (AL100),20150303,85,169.14,95.99,3,4.510000229,82.0
278,AL100,A414 between M1 J7 and A405 (AL100),20150303,86,170.05,95.48,3,4.510000229,78.0
279,AL100,A414 between M1 J7 and A405 (AL100),20150303,87,152.35,106.57,3,4.510000229,74.5
280,AL100,A414 between M1 J7 and A405 (AL100),20150303,88,152.07,106.77,3,4.510000229,73.0
281,AL100,A414 between M1 J7 and A405 (AL100),20150303,89,163.72,99.17,3,4.510000229,67.0
282,AL100,A414 between M1 J7 and A405 (AL100),20150303,90,132.67,122.38,1,4.510000229,57.5
283,AL100,A414 between M1 J7 and A405 (AL100),20150303,91,132.67,122.38,1,4.510000229,48.0
284,AL100,A414 between M1 J7 and A405 (AL100),20150303,92,132.67,122.38,1,4.510000229,45.5
285,AL100,A414 between M1 J7 and A405 (AL100),20150303,93,132.67,122.38,1,4.510000229,35.0
286,AL100,A414 between M1 J7 and A405 (AL100),20150303,94,132.67,122.38,1,4.510000229,33.5
287,AL100,A414 between M1 J7 and A405 (AL100),20150303,95,169.02,96.06,3,4.510000229,25.0
288,AL100,A414 between M1 J7 and A405 (AL100),20150304,00,143.6,113.06,3,4.510000229,22.0
289,AL100,A414 between M1 J7 and A405 (AL100),20150304,01,160.34,101.26,3,4.510000229,22.0
290,AL100,A414 between M1 J7 and A405 (AL100),20150304,02,145.63,111.49,3,4.510000229,20.5
291,AL100,A414 between M1 J7 and A405 (AL100),20150304,03,146.2,111.05,3,4.510000229,18.5
292,AL100,A414 between M1 J7 and A405 (AL100),20150304,04,159.08,102.06,3,4.510000229,15.5
293,AL100,A414 between M1 J7 and A405 (AL100),20150304,05,146.61,110.74,3,4.510000229,13.5
294,AL100,A414 between M1 J7 and A405 (AL100),20150304,06,161.79,100.35,3,4.510000229,16.5
295,AL100,A414 between M1 J7 and A405 (AL100),20150304,07,172.93,93.89,3,4.510000229,14.0
296,AL100,A414 between M1 J7 and A405 (AL100),20150304,08,165.27,98.24,3,4.510000229,16.5
297,AL100,A414 between M1 J7 and A405 (AL100),20150304,09,149.56,108.56,3,4.510000229,12.0
298,AL100,A414 between M1 J7 and A405 (AL100),20150304,10,150.42,107.94,3,4.510000229,15.5
299,AL100,A414 between M1 J7 and A405 (AL100),20150304,11,147.66,109.96,3,4.510000229,16.0
300,AL100,A414 between M1 J7 and A405 (AL100),20150304,12,175.85,92.33,3,4.510000229,20.0
301,AL100,A414 between M1 J7 and A405 (AL100),20150304,13,165.63,98.03,3,4.510000229,21.5
302,AL100,A414 between M1 J7 and A405 (AL100),20150304,14,166.96,97.24,3,4.510000229,24.5
303,AL100,A414 between M1 J7 and A405 (AL100),20150304,15,166.32,97.62,3,4.510000229,19.5
304,AL100,A414 between M1 J7 and A405 (AL100),20150304,16,157.69,102.96,3,4.510000229,20.0
305,AL100,A414 between M1 J7 and A405 (AL100),20150304,17,150.71,107.73,3,4.510000229,23.0
306,AL100,A414 between M1 J7 and A405 (AL100),20150304,18,140.05,115.93,1,4.510000229,38.0
307,AL100,A414 between M1 J7 and A405 (AL100),20150304,19,140.05,115.93,1,4.510000229,39.0
308,AL100,A414 between M1 J7 and A405 (AL100),20150304,20,140.05,115.93,1,4.510000229,56.5
309,AL100,A414 between M1 J7 and A405 (AL100),20150304,21,126.96,127.88,1,4.510000229,76.5
310,AL100,A414 between M1 J7 and A405 (AL100),20150304,22,135.65,119.69,1,4.510000229,112.5
311,AL100,A414 between M1 J7 and A405 (AL100),20150304,23,154.81,104.88,1,4.510000229,111.0
312,AL100,A414 between M1 J7 and A405 (AL100),20150304,24,152.02,106.8,1,4.510000229,140.5
313,AL100,A414 between M1 J7 and A405 (AL100),20150304,25,149.23,108.8,1,4.510000229,158.5
314,AL100,A414 between M1 J7 and A405 (AL100),20150304,26,141.34,114.87,1,4.510000229,211.5
315,AL100,A414 between M1 J7 and A405 (AL100),20150304,27,148.98,108.98,1,4.510000229,241.5
316,AL100,A414 between M1 J7 and A405 (AL100),20150304,28,150.4,107.95,1,4.510000229,282.0
317,AL100,A414 between M1 J7 and A405 (AL100),20150304,29,155.18,104.63,1,4.510000229,298.5
318,AL100,A414 between M1 J7 and A405 (AL100),20150304,30,150.31,108.02,1,4.510000229,329.0
319,AL100,A414 between M1 J7 and A405 (AL100),20150304,31,149.09,108.9,1,4.510000229,327.5
320,AL100,A414 between M1 J7 and A405 (AL100),20150304,32,170.22,95.38,1,4.510000229,353.5
321,AL100,A414 between M1 J7 and A405 (AL100),20150304,33,191.35,84.85,1,4.510000229,325.5
322,AL100,A414 between M1 J7 and A405 (AL100),20150304,34,171.3,94.78,1,4.510000229,294.0
323,AL100,A414 between M1 J7 and A405 (AL100),20150304,35,160.37,101.24,1,4.510000229,253.0
324,AL100,A414 between M1 J7 and A405 (AL100),20150304,36,179.5,90.45,1,4.510000229,247.5
325,AL100,A414 between M1 J7 and A405 (AL100),20150304,37,158.49,102.44,1,4.510000229,245.5
326,AL100,A414 between M1 J7 and A405 (AL100),20150304,38,158.76,102.27,1,4.510000229,230.0
327,AL100,A414 between M1 J7 and A405 (AL100),20150304,39,138.52,117.21,1,4.510000229,199.0
328,AL100,A414 between M1 J7 and A405 (AL100),20150304,40,162.23,100.08,1,4.510000229,189.5
329,AL100,A414 between M1 J7 and A405 (AL100),20150304,41,167.17,97.12,1,4.510000229,186.0
330,AL100,A414 between M1 J7 and A405 (AL100),20150304,42,157.08,103.36,1,4.510000229,187.5
331,AL100,A414 between M1 J7 and A405 (AL100),20150304,43,162.13,100.14,1,4.510000229,169.5
332,AL100,A414 between M1 J7 and A405 (AL100),20150304,44,162.35,100.01,1,4.510000229,169.0
333,AL100,A414 between M1 J7 and A405 (AL100),20150304,45,162.56,99.88,1,4.510000229,164.5
334,AL100,A414 between M1 J7 and A405 (AL100),20150304,46,147.27,110.25,1,4.510000229,170.0
335,AL100,A414 between M1 J7 and A405 (AL100),20150304,47,152.8,106.26,1,4.510000229,162.0
336,AL100,A414 between M1 J7 and A405 (AL100),20150304,48,144.46,112.39,1,4.510000229,164.5
337,AL100,A414 between M1 J7 and A405 (AL100),20150304,49,146.13,111.11,1,4.510000229,180.5
338,AL100,A414 between M1 J7 and A405 (AL100),20150304,50,147.79,109.86,1,4.510000229,177.0
339,AL100,A414 between M1 J7 and A405 (AL100),20150304,51,151.65,107.06,1,4.510000229,175.0
340,AL100,A414 between M1 J7 and A405 (AL100),20150304,52,159.77,101.62,1,4.510000229,188.5
341,AL100,A414 between M1 J7 and A405 (AL100),20150304,53,167.88,96.71,1,4.510000229,198.5
342,AL100,A414 between M1 J7 and A405 (AL100),20150304,54,169.64,95.71,1,4.510000229,176.0
343,AL100,A414 between M1 J7 and A405 (AL100),20150304,55,161.41,100.59,1,4.510000229,180.5
344,AL100,A414 between M1 J7 and A405 (AL100),20150304,56,136.44,119.0,1,4.510000229,187.0
345,AL100,A414 between M1 J7 and A405 (AL100),20150304,57,139.8,116.14,1,4.510000229,178.0
346,AL100,A414 between M1 J7 and A405 (AL100),20150304,58,151.44,107.21,1,4.510000229,191.0
347,AL100,A414 between M1 J7 and A405 (AL100),20150304,59,168.31,96.46,1,4.510000229,193.5
348,AL100,A414 between M1 J7 and A405 (AL100),20150304,60,185.17,87.68,1,4.510000229,198.0
349,AL100,A414 between M1 J7 and A405 (AL100),20150304,61,155.23,104.59,1,4.510000229,200.0
350,AL100,A414 between M1 J7 and A405 (AL100),20150304,62,153.18,105.99,1,4.510000229,205.0
351,AL100,A414 between M1 J7 and A405 (AL100),20150304,63,151.12,107.44,1,4.510000229,211.5
352,AL100,A414 between M1 J7 and A405 (AL100),20150304,64,162.41,99.97,1,4.510000229,252.5
353,AL100,A414 between M1 J7 and A405 (AL100),20150304,65,185.17,87.68,1,4.510000229,270.5
354,AL100,A414 between M1 J7 and A405 (AL100),20150304,66,285.74,56.82,1,4.510000229,273.0
355,AL100,A414 between M1 J7 and A405 (AL100),20150304,67,285.74,56.82,1,4.510000229,258.0
356,AL100,A414 between M1 J7 and A405 (AL100),20150304,68,147.77,109.87,1,4.510000229,275.0
357,AL100,A414 between M1 J7 and A405 (AL100),20150304,69,147.77,109.87,1,4.510000229,276.0
358,AL100,A414 between M1 J7 and A405 (AL100),20150304,70,142.98,113.55,1,4.510000229,282.0
359,AL100,A414 between M1 J7 and A405 (AL100),20150304,71,138.18,117.5,1,4.510000229,284.5
360,AL100,A414 between M1 J7 and A405 (AL100),20150304,72,155.81,104.2,1,4.510000229,252.0
361,AL100,A414 between M1 J7 and A405 (AL100),20150304,73,173.44,93.61,1,4.510000229,242.0
362,AL100,A414 between M1 J7 and A405 (AL100),20150304,74,150.72,107.72,1,4.510000229,230.0
363,AL100,A414 between M1 J7 and A405 (AL100),20150304,75,163.7,99.18,1,4.510000229,197.0
364,AL100,A414 between M1 J7 and A405 (AL100),20150304,76,176.67,91.9,1,4.510000229,166.0
365,AL100,A414 between M1 J7 and A405 (AL100),20150304,77,137.35,118.21,1,4.510000229,159.5
366,AL100,A414 between M1 J7 and A405 (AL100),20150304,78,137.35,118.21,1,4.510000229,140.5
367,AL100,A414 between M1 J7 and A405 (AL100),20150304,79,137.35,118.21,1,4.510000229,122.0
368,AL100,A414 between M1 J7 and A405 (AL100),20150304,80,155.55,104.38,3,4.510000229,96.5
369,AL100,A414 between M1 J7 and A405 (AL100),20150304,81,143.26,113.33,3,4.510000229,94.5
370,AL100,A414 between M1 J7 and A405 (AL100),20150304,82,151.91,106.88,3,4.510000229,95.5
371,AL100,A414 between M1 J7 and A405 (AL100),20150304,83,150.03,108.22,3,4.510000229,77.0
372,AL100,A414 between M1 J7 and A405 (AL100),20150304,84,166.32,97.62,1,4.510000229,79.0
373,AL100,A414 between M1 J7 and A405 (AL100),20150304,85,166.32,97.62,1,4.510000229,84.5
374,AL100,A414 between M1 J7 and A405 (AL100),20150304,86,166.32,97.62,1,4.510000229,84.5
375,AL100,A414 between M1 J7 and A405 (AL100),20150304,87,166.32,97.62,1,4.510000229,80.5
376,AL100,A414 between M1 J7 and A405 (AL100),20150304,88,140.45,115.6,1,4.510000229,66.5
377,AL100,A414 between M1 J7 and A405 (AL100),20150304,89,140.45,115.6,1,4.510000229,66.0
378,AL100,A414 between M1 J7 and A405 (AL100),20150304,90,140.45,115.6,1,4.510000229,60.5
379,AL100,A414 between M1 J7 and A405 (AL100),20150304,91,140.45,115.6,1,4.510000229,58.0
380,AL100,A414 between M1 J7 and A405 (AL100),20150304,92,152.99,106.12,3,4.510000229,49.0
381,AL100,A414 between M1 J7 and A405 (AL100),20150304,93,142.77,113.72,3,4.510000229,42.5
382,AL100,A414 between M1 J7 and A405 (AL100),20150304,94,142.87,113.64,3,4.510000229,39.0
383,AL100,A414 between M1 J7 and A405 (AL100),20150304,95,155.5,104.41,3,4.510000229,26.5
384,AL100,A414 between M1 J7 and A405 (AL100),20150305,00,146.19,111.06,3,4.510000229,24.0
385,AL100,A414 between M1 J7 and A405 (AL100),20150305,01,160.86,100.93,1,4.510000229,22.5
386,AL100,A414 between M1 J7 and A405 (AL100),20150305,02,160.86,100.93,1,4.510000229,23.5
387,AL100,A414 between M1 J7 and A405 (AL100),20150305,03,160.86,100.93,1,4.510000229,20.5
388,AL100,A414 between M1 J7 and A405 (AL100),20150305,04,160.86,100.93,1,4.510000229,15.0
389,AL100,A414 between M1 J7 and A405 (AL100),20150305,05,160.86,100.93,1,4.510000229,16.0
390,AL100,A414 between M1 J7 and A405 (AL100),20150305,06,144.96,112.0,3,4.510000229,17.5
391,AL100,A414 between M1 J7 and A405 (AL100),20150305,07,118.67,136.82,3,4.510000229,16.5
392,AL100,A414 between M1 J7 and A405 (AL100),20150305,08,151.0,107.52,3,4.510000229,18.5
393,AL100,A414 between M1 J7 and A405 (AL100),20150305,09,157.43,103.13,3,4.510000229,15.5
394,AL100,A414 between M1 J7 and A405 (AL100),20150305,10,159.18,102.0,3,4.510000229,21.0
395,AL100,A414 between M1 J7 and A405 (AL100),20150305,11,162.75,99.76,3,4.510000229,12.5
396,AL100,A414 between M1 J7 and A405 (AL100),20150305,12,169.13,96.0,3,4.510000229,22.0
397,AL100,A414 between M1 J7 and A405 (AL100),20150305,13,143.6,113.06,3,4.510000229,22.0
398,AL100,A414 between M1 J7 and A405 (AL100),20150305,14,169.21,95.95,3,4.510000229,25.5
399,AL100,A414 between M1 J7 and A405 (AL100),20150305,15,153.9,105.5,3,4.510000229,16.0
400,AL100,A414 between M1 J7 and A405 (AL100),20150305,16,161.05,100.81,3,4.510000229,18.0
401,AL100,A414 between M1 J7 and A405 (AL100),20150305,17,145.14,111.86,3,4.510000229,26.5
402,AL100,A414 between M1 J7 and A405 (AL100),20150305,18,161.79,100.35,1,4.510000229,42.0
403,AL100,A414 between M1 J7 and A405 (AL100),20150305,19,161.79,100.35,1,4.510000229,38.5
404,AL100,A414 between M1 J7 and A405 (AL100),20150305,20,161.79,100.35,1,4.510000229,54.5
405,AL100,A414 between M1 J7 and A405 (AL100),20150305,21,154.83,104.86,1,4.510000229,80.0
406,AL100,A414 between M1 J7 and A405 (AL100),20150305,22,147.87,109.8,1,4.510000229,113.0
407,AL100,A414 between M1 J7 and A405 (AL100),20150305,23,147.87,109.8,1,4.510000229,111.5
408,AL100,A414 between M1 J7 and A405 (AL100),20150305,24,146.32,110.96,1,4.510000229,135.0
409,AL100,A414 between M1 J7 and A405 (AL100),20150305,25,146.32,110.96,1,4.510000229,150.5
410,AL100,A414 between M1 J7 and A405 (AL100),20150305,26,151.48,107.18,1,4.510000229,215.0
411,AL100,A414 between M1 J7 and A405 (AL100),20150305,27,156.64,103.65,1,4.510000229,233.0
412,AL100,A414 between M1 J7 and A405 (AL100),20150305,28,151.05,107.49,1,4.510000229,284.0
413,AL100,A414 between M1 J7 and A405 (AL100),20150305,29,149.5,108.6,1,4.510000229,320.0
414,AL100,A414 between M1 J7 and A405 (AL100),20150305,30,154.47,105.11,1,4.510000229,323.5
415,AL100,A414 between M1 J7 and A405 (AL100),20150305,31,148.67,109.21,1,4.510000229,343.5
416,AL100,A414 between M1 J7 and A405 (AL100),20150305,32,167.28,97.06,1,4.510000229,349.0
417,AL100,A414 between M1 J7 and A405 (AL100),20150305,33,158.48,102.45,1,4.510000229,318.0
418,AL100,A414 between M1 J7 and A405 (AL100),20150305,34,167.69,96.82,1,4.510000229,293.0
419,AL100,A414 between M1 J7 and A405 (AL100),20150305,35,174.6,92.99,1,4.510000229,244.0
420,AL100,A414 between M1 J7 and A405 (AL100),20150305,36,164.07,98.96,1,4.510000229,244.0
421,AL100,A414 between M1 J7 and A405 (AL100),20150305,37,154.2,105.29,1,4.510000229,246.5
422,AL100,A414 between M1 J7 and A405 (AL100),20150305,38,153.17,106.0,1,4.510000229,228.0
423,AL100,A414 between M1 J7 and A405 (AL100),20150305,39,160.78,100.98,1,4.510000229,207.5
424,AL100,A414 between M1 J7 and A405 (AL100),20150305,40,169.23,95.94,1,4.510000229,191.0
425,AL100,A414 between M1 J7 and A405 (AL100),20150305,41,161.49,100.54,1,4.510000229,192.5
426,AL100,A414 between M1 J7 and A405 (AL100),20150305,42,149.5,108.6,1,4.510000229,180.5
427,AL100,A414 between M1 J7 and A405 (AL100),20150305,43,148.41,109.4,1,4.510000229,164.5
428,AL100,A414 between M1 J7 and A405 (AL100),20150305,44,148.63,109.24,1,4.510000229,161.0
429,AL100,A414 between M1 J7 and A405 (AL100),20150305,45,172.41,94.17,1,4.510000229,168.5
430,AL100,A414 between M1 J7 and A405 (AL100),20150305,46,164.75,98.55,1,4.510000229,175.5
431,AL100,A414 between M1 J7 and A405 (AL100),20150305,47,159.08,102.06,1,4.510000229,176.0
432,AL100,A414 between M1 J7 and A405 (AL100),20150305,48,152.01,106.81,1,4.510000229,173.0
433,AL100,A414 between M1 J7 and A405 (AL100),20150305,49,144.94,112.02,1,4.510000229,176.0
434,AL100,A414 between M1 J7 and A405 (AL100),20150305,50,165.35,98.19,1,4.510000229,178.5
435,AL100,A414 between M1 J7 and A405 (AL100),20150305,51,158.86,102.2,1,4.510000229,180.5
436,AL100,A414 between M1 J7 and A405 (AL100),20150305,52,158.86,102.2,1,4.510000229,169.5
437,AL100,A414 between M1 J7 and A405 (AL100),20150305,53,153.49,105.78,1,4.510000229,189.0
438,AL100,A414 between M1 J7 and A405 (AL100),20150305,54,153.49,105.78,1,4.510000229,171.5
439,AL100,A414 between M1 J7 and A405 (AL100),20150305,55,156.79,103.55,1,4.510000229,169.5
440,AL100,A414 between M1 J7 and A405 (AL100),20150305,56,160.09,101.42,1,4.510000229,175.5
441,AL100,A414 between M1 J7 and A405 (AL100),20150305,57,145.11,111.89,1,4.510000229,185.5
442,AL100,A414 between M1 J7 and A405 (AL100),20150305,58,134.9,120.36,1,4.510000229,181.5
443,AL100,A414 between M1 J7 and A405 (AL100),20150305,59,135.89,119.48,1,4.510000229,182.0
444,AL100,A414 between M1 J7 and A405 (AL100),20150305,60,136.87,118.62,1,4.510000229,202.0
445,AL100,A414 between M1 J7 and A405 (AL100),20150305,61,138.9,116.89,1,4.510000229,207.5
446,AL100,A414 between M1 J7 and A405 (AL100),20150305,62,149.94,108.28,1,4.510000229,207.5
447,AL100,A414 between M1 J7 and A405 (AL100),20150305,63,160.98,100.86,1,4.510000229,198.5
448,AL100,A414 between M1 J7 and A405 (AL100),20150305,64,146.53,110.8,1,4.510000229,245.0
449,AL100,A414 between M1 J7 and A405 (AL100),20150305,65,146.72,110.66,1,4.510000229,260.5
450,AL100,A414 between M1 J7 and A405 (AL100),20150305,66,146.91,110.52,1,4.510000229,281.5
451,AL100,A414 between M1 J7 and A405 (AL100),20150305,67,144.69,112.21,1,4.510000229,268.0
452,AL100,A414 between M1 J7 and A405 (AL100),20150305,68,152.3,106.61,1,4.510000229,270.5
453,AL100,A414 between M1 J7 and A405 (AL100),20150305,69,159.91,101.53,1,4.510000229,293.5
454,AL100,A414 between M1 J7 and A405 (AL100),20150305,70,137.99,117.66,1,4.510000229,285.5
455,AL100,A414 between M1 J7 and A405 (AL100),20150305,71,137.99,117.66,1,4.510000229,261.0
456,AL100,A414 between M1 J7 and A405 (AL100),20150305,72,147.39,110.16,1,4.510000229,256.0
457,AL100,A414 between M1 J7 and A405 (AL100),20150305,73,156.78,103.56,1,4.510000229,228.5
458,AL100,A414 between M1 J7 and A405 (AL100),20150305,74,156.78,103.56,1,4.510000229,220.5
459,AL100,A414 between M1 J7 and A405 (AL100),20150305,75,150.24,108.07,1,4.510000229,193.5
460,AL100,A414 between M1 J7 and A405 (AL100),20150305,76,198.0,82.0,1,4.510000229,161.5
461,AL100,A414 between M1 J7 and A405 (AL100),20150305,77,198.0,82.0,1,4.510000229,148.0
462,AL100,A414 between M1 J7 and A405 (AL100),20150305,78,167.63,96.86,1,4.510000229,147.5
463,AL100,A414 between M1 J7 and A405 (AL100),20150305,79,137.26,118.29,1,4.510000229,126.0
464,AL100,A414 between M1 J7 and A405 (AL100),20150305,80,137.26,118.29,1,4.510000229,99.5
465,AL100,A414 between M1 J7 and A405 (AL100),20150305,81,137.17,118.36,1,4.510000229,103.0
466,AL100,A414 between M1 J7 and A405 (AL100),20150305,82,139.97,116.0,1,4.510000229,93.0
467,AL100,A414 between M1 J7 and A405 (AL100),20150305,83,139.97,116.0,1,4.510000229,83.0
468,AL100,A414 between M1 J7 and A405 (AL100),20150305,84,139.97,116.0,1,4.510000229,83.0
469,AL100,A414 between M1 J7 and A405 (AL100),20150305,85,164.18,98.89,3,4.510000229,96.5
470,AL100,A414 between M1 J7 and A405 (AL100),20150305,86,154.53,105.07,3,4.510000229,86.0
471,AL100,A414 between M1 J7 and A405 (AL100),20150305,87,153.87,105.52,3,4.510000229,83.0
472,AL100,A414 between M1 J7 and A405 (AL100),20150305,88,125.19,129.69,1,4.510000229,67.0
473,AL100,A414 between M1 J7 and A405 (AL100),20150305,89,125.19,129.69,1,4.510000229,70.5
474,AL100,A414 between M1 J7 and A405 (AL100),20150305,90,125.19,129.69,1,4.510000229,54.5
475,AL100,A414 between M1 J7 and A405 (AL100),20150305,91,125.19,129.69,1,4.510000229,47.0
476,AL100,A414 between M1 J7 and A405 (AL100),20150305,92,125.19,129.69,1,4.510000229,47.5
477,AL100,A414 between M1 J7 and A405 (AL100),20150305,93,148.02,109.69,3,4.510000229,36.0
478,AL100,A414 between M1 J7 and A405 (AL100),20150305,94,136.99,118.52,3,4.510000229,33.0
479,AL100,A414 between M1 J7 and A405 (AL100),20150305,95,147.71,109.92,3,4.510000229,29.0
480,AL100,A414 between M1 J7 and A405 (AL100),20150306,00,144.04,112.72,3,4.510000229,26.5
481,AL100,A414 between M1 J7 and A405 (AL100),20150306,01,142.5,113.94,3,4.510000229,23.0
482,AL100,A414 between M1 J7 and A405 (AL100),20150306,02,149.19,108.83,3,4.510000229,22.0
483,AL100,A414 between M1 J7 and A405 (AL100),20150306,03,135.89,119.48,3,4.510000229,19.0
484,AL100,A414 between M1 J7 and A405 (AL100),20150306,04,155.83,104.19,3,4.510000229,15.0
485,AL100,A414 between M1 J7 and A405 (AL100),20150306,05,153.81,105.56,3,4.510000229,13.5
486,AL100,A414 between M1 J7 and A405 (AL100),20150306,06,148.6,109.26,3,4.510000229,15.0
487,AL100,A414 between M1 J7 and A405 (AL100),20150306,07,151.44,107.21,3,4.510000229,13.0
488,AL100,A414 between M1 J7 and A405 (AL100),20150306,08,158.29,102.57,3,4.510000229,15.0
489,AL100,A414 between M1 J7 and A405 (AL100),20150306,09,173.97,93.33,3,4.510000229,14.5
490,AL100,A414 between M1 J7 and A405 (AL100),20150306,10,168.06,96.61,3,4.510000229,15.0
491,AL100,A414 between M1 J7 and A405 (AL100),20150306,11,164.27,98.84,3,4.510000229,17.5
492,AL100,A414 between M1 J7 and A405 (AL100),20150306,12,170.39,95.29,3,4.510000229,20.5
493,AL100,A414 between M1 J7 and A405 (AL100),20150306,13,158.08,102.71,3,4.510000229,20.5
